n_active,exact,first_order,second_order,choices
5,61.42846488,24.669383479999997,59.04127610000001,11:9 13:12 17:12 23:16 29:31
5,58.43753058000001,24.33638198,58.348542800000004,11:9 13:12 17:12 23:16 29:32
4,44.86678675000001,24.17308988,56.618751200000005,11:9 13:12 17:12 23:16 29:29
5,66.11960635000001,31.529478762499995,101.36872653,11:9 13:12 17:12 23:12 29:28
5,91.70536879000001,37.35839290249999,107.19764067,11:9 13:12 17:12 23:12 29:27
5,97.92363016,38.91321796249999,108.75246572999998,11:9 13:12 17:12 23:12 29:4
5,97.92363016,49.06936589000001,89.3952221125,11:9 13:12 17:12 23:12 29:3
5,89.58395104,46.250113490000004,88.95819363250001,11:9 13:12 17:12 23:12 29:5
5,85.5998434,44.91243365,88.81162575250002,11:9 13:12 17:12 23:12 29:6
5,69.76620064000001,28.643420262499994,102.29743338750002,11:9 13:12 17:12 23:12 29:8
5,66.44247316,28.261028202499997,101.42340786750002,11:9 13:12 17:12 23:12 29:30
5,63.242566960000005,27.926600382499995,100.59734658750001,11:9 13:12 17:12 23:12 29:31
5,60.16648204,27.640136802499995,99.8192495475,11:9 13:12 17:12 23:12 29:32
4,46.18785199000002,28.050812382499995,97.89006015000001,11:9 13:12 17:12 23:12 29:29
5,66.11960635000001,33.24560638249999,61.459624752499984,11:9 13:12 17:12 23:10 29:28
5,91.70536879000001,39.19298068249999,67.40699905249998,11:9 13:12 17:12 23:10 29:27
5,97.92363016,40.77319006249999,68.98720843249998,11:9 13:12 17:12 23:10 29:4
5,97.92363016,50.03665607000001,48.737282894999964,11:9 13:12 17:12 23:10 29:3
5,89.58395104,47.25124943,48.33410017499999,11:9 13:12 17:12 23:10 29:5
5,85.5998434,45.93049247,48.20445517499999,11:9 13:12 17:12 23:10 29:6
5,69.76620064000001,29.981603562499995,62.46197597,11:9 13:12 17:12 23:10 29:8
5,66.44247316,29.616134382499997,61.556909090000005,11:9 13:12 17:12 23:10 29:30
5,63.242566960000005,29.298629442499994,60.69980645,11:9 13:12 17:12 23:10 29:31
5,60.16648204,29.029088742499997,59.89066804999999,11:9 13:12 17:12 23:10 29:32
4,46.18785199000002,29.648479842499995,57.8624982125,11:9 13:12 17:12 23:10 29:29
5,66.11960635000001,39.688587382499996,93.75258301000002,11:9 13:12 17:12 23:9 29:28
5,91.70536879000001,46.030828882499996,100.09482451000002,11:9 13:12 17:12 23:9 29:27
5,97.92363016,47.695652662499995,101.75964829000003,11:9 13:12 17:12 23:9 29:4
5,97.92363016,53.983512270000006,78.5341163525,11:9 13:12 17:12 23:9 29:3
5,89.58395104,51.310924830000005,78.24375283250002,11:9 13:12 17:12 23:9 29:5
5,85.5998434,50.046577469999995,78.17051743250002,11:9 13:12 17:12 23:9 29:6
5,69.76620064000001,35.1647701625,95.10238222750003,11:9 13:12 17:12 23:9 29:8
5,66.44247316,34.855710582499995,94.09384414750002,11:9 13:12 17:12 23:9 29:30
5,63.242566960000005,34.5946152425,93.13327030750003,11:9 13:12 17:12 23:9 29:31
5,60.16648204,34.3814841425,92.22066070750002,11:9 13:12 17:12 23:9 29:32
4,46.18785199000002,35.6965936425,89.76058927000003,11:9 13:12 17:12 23:9 29:29
5,43.922644749999996,21.645424190000004,78.40971222999998,11:9 13:12 17:12 23:8 29:28
5,64.59978654999999,24.44373257,97.82571288999998,11:9 13:12 17:12 23:8 29:27
5,69.76620064000001,25.349142110000003,102.71408404000003,11:9 13:12 17:12 23:8 29:4
5,69.76620064000001,28.42844121,74.42084595,11:9 13:12 17:12 23:8 29:8
4,28.899511030000003,21.19736357,64.58777893000001,11:9 13:12 17:12 23:8 29:29
5,41.41170835,20.80203755,75.89920573,11:9 13:12 17:12 23:30 29:28
5,61.419492790000014,23.71880609,94.73334343,11:9 13:12 17:12 23:30 29:27
5,66.44247316,24.64959995,99.49702965999998,11:9 13:12 17:12 23:30 29:4
5,66.44247316,26.408697389999997,75.14227935,11:9 13:12 17:12 23:30 29:30
4,27.057931990000004,20.23551677,62.65913539,11:9 13:12 17:12 23:30 29:29
5,39.02459323000002,20.05869707,73.53428323000003,11:9 13:12 17:12 23:31 29:28
5,58.36302031000001,23.093925770000002,91.78655797,11:9 13:12 17:12 23:31 29:27
5,63.242566960000005,24.05010395,96.42555928000002,11:9 13:12 17:12 23:31 29:4
5,63.242566960000005,24.570809729999997,76.00929675,11:9 13:12 17:12 23:31 29:31
4,25.340174230000002,19.37371613,60.876075850000014,11:9 13:12 17:12 23:31 29:29
5,36.76129939000002,19.41540275,71.31494473000001,11:9 13:12 17:12 23:32 29:28
5,55.43036911000001,22.569091609999997,88.98535651000003,11:9 13:12 17:12 23:32 29:27
5,60.16648204,23.550654109999996,93.49967290000001,11:9 13:12 17:12 23:32 29:4
5,60.16648204,22.91477823,77.02189815,11:9 13:12 17:12 23:32 29:32
4,23.746237750000002,18.611961649999998,59.23860031000001,11:9 13:12 17:12 23:32 29:29
5,21.96361243,18.428952589999998,57.44076264999998,11:9 13:12 17:12 23:33 29:28
5,25.347643989999998,21.819561769999996,60.83137182999999,11:9 13:12 17:12 23:33 29:27
5,26.378565639999998,22.851892909999997,61.86370296999999,11:9 13:12 17:12 23:33 29:4
5,24.826803310000003,51.38241035750001,60.88082887249999,11:9 13:12 17:12 23:33 29:3
5,23.69923099,47.8664993975,59.74714183250001,11:9 13:12 17:12 23:33 29:5
5,23.20739119,46.1804902775,59.25224467250003,11:9 13:12 17:12 23:33 29:6
5,21.63033883,23.322248009999996,59.98973948999999,11:9 13:12 17:12 23:33 29:8
5,21.39430831,22.591526669999997,59.754648630000005,11:9 13:12 17:12 23:33 29:30
5,21.20624203,21.908769569999997,59.567522010000005,11:9 13:12 17:12 23:33 29:31
5,21.06613999,21.27397671,59.42835963,11:9 13:12 17:12 23:33 29:32
4,20.92982863,17.388591169999994,56.40040123,11:9 13:12 17:12 23:33 29:29
5,19.028202830000005,17.674168190000003,54.39937805000001,11:9 13:12 17:12 23:34 29:28
5,23.070206390000006,21.459644570000002,58.184854430000016,11:9 13:12 17:12 23:34 29:27
5,24.242122040000005,22.57659011,59.301799970000005,11:9 13:12 17:12 23:34 29:4
5,22.066453710000005,48.131501157500004,55.34331947250001,11:9 13:12 17:12 23:34 29:3
5,20.807111790000004,44.7284093975,54.32245163250001,11:9 13:12 17:12 23:34 29:5
5,20.249387190000004,43.098809877499995,53.883964072500014,11:9 13:12 17:12 23:34 29:6
5,18.386834030000003,21.30764921,56.280056690000016,11:9 13:12 17:12 23:34 29:8
5,18.084918710000004,20.63333747,55.94149463000002,11:9 13:12 17:12 23:34 29:30
5,17.830967630000007,20.00698997,55.650896810000006,11:9 13:12 17:12 23:34 29:31
5,17.624980790000006,19.42860671,55.40826323,11:9 13:12 17:12 23:34 29:32
4,17.336447030000006,16.23893957,52.964149430000006,11:9 13:12 17:12 23:34 29:29
5,17.729509130000004,17.837583140000003,53.1798896,11:9 13:12 17:12 23:35 29:28
5,22.264991690000006,21.919209920000004,57.26151638000002,11:9 13:12 17:12 23:35 29:27
5,23.542652840000002,23.09961626,58.44192272000001,11:9 13:12 17:12 23:35 29:4
5,20.83756176,46.4228225075,52.25173742249999,11:9 13:12 17:12 23:35 29:3
5,19.47939264,43.104345147500005,51.31548398250001,11:9 13:12 17:12 23:35 29:5
5,18.87225444,41.517052827499995,50.91930362250001,11:9 13:12 17:12 23:35 29:6
5,16.79557568,20.52620336,54.66229184000001,11:9 13:12 17:12 23:35 29:8
5,16.444246760000002,19.89419882,54.24612638000001,11:9 13:12 17:12 23:35 29:30
5,16.140882080000004,19.310158519999998,53.877925160000004,11:9 13:12 17:12 23:35 29:31
5,15.885481640000002,18.77408246,53.55768818,11:9 13:12 17:12 23:35 29:32
4,15.544274330000004,16.10620412,51.448510580000004,11:9 13:12 17:12 23:35 29:29
5,17.211461390000004,19.116848750000003,53.00123777000002,11:9 13:12 17:12 23:36 29:28
5,22.437814550000002,23.613086090000003,57.49747511000001,11:9 13:12 17:12 23:36 29:27
5,23.8635194,24.88233755,58.76672657,11:9 13:12 17:12 23:36 29:4
5,20.328686190000003,45.0811570775,49.4521545525,11:9 13:12 17:12 23:36 29:3
5,18.83215899,41.881139877500004,48.63436127250002,11:9 13:12 17:12 23:36 29:5
5,18.15584175,40.3530776375,48.29741099250002,11:9 13:12 17:12 23:36 29:6
5,15.779387150000002,20.482663849999998,54.074297090000016,11:9 13:12 17:12 23:36 29:8
5,15.358879190000001,19.90988939,53.54948687000002,11:9 13:12 17:12 23:36 29:30
5,14.98633547,19.385079169999997,53.07264089000002,11:9 13:12 17:12 23:36 29:31
5,14.661755990000001,18.90823319,52.64375915000001,11:9 13:12 17:12 23:36 29:32
4,14.335355990000002,16.97085917,50.855248190000005,11:9 13:12 17:12 23:36 29:29
4,17.342045630000005,19.707457070000004,53.27775839,11:9 13:12 17:12 23:23 29:28
4,22.765790390000006,24.322154570000002,57.89245589000001,11:9 13:12 17:12 23:23 29:27
4,24.233793440000003,25.61679035,59.18709167,11:9 13:12 17:12 23:23 29:4
4,20.442915990000003,44.9229279575,48.9798377325,11:9 13:12 17:12 23:23 29:3
4,18.906857910000003,41.7567565175,48.195890212500004,11:9 13:12 17:12 23:23 29:5
4,18.21077523,40.2456171575,47.8758628125,11:9 13:12 17:12 23:23 29:6
4,15.748670390000003,20.695327849999998,54.265629170000004,11:9 13:12 17:12 23:23 29:8
4,15.30839699,20.13947627,53.709777590000016,11:9 13:12 17:12 23:23 29:30
4,14.91608783,19.63158893,53.20189025,11:9 13:12 17:12 23:23 29:31
4,14.571742910000003,19.171665830000002,52.74196715,11:9 13:12 17:12 23:23 29:32
3,14.268548630000003,17.44300733,51.01330865,11:9 13:12 17:12 23:23 29:29
5,17.77008689,21.37990814,17.067884300000006,11:9 13:12 17:10 23:22 29:28
5,23.489919050000005,26.093364440000002,21.781340600000007,11:9 13:12 17:10 23:22 29:27
5,25.0213694,27.40916282,23.097138980000004,11:9 13:12 17:10 23:22 29:4
5,20.83061304,45.97108232750001,11.067818962499988,11:9 13:12 17:10 23:22 29:3
5,19.235258639999998,42.8331276875,10.408016722500015,11:9 13:12 17:10 23:22 29:5
5,18.509527799999997,41.3360967275,10.150061962500011,11:9 13:12 17:10 23:22 29:6
5,15.918947599999997,22.052691319999997,18.20627330000001,11:9 13:12 17:10 23:22 29:8
5,15.449026039999998,21.51094814,17.592583760000014,11:9 13:12 17:10 23:22 29:30
5,15.027068719999997,21.017169199999998,17.02685846000001,11:9 13:12 17:10 23:22 29:31
5,14.653075639999999,20.5713545,16.5090974,11:9 13:12 17:10 23:22 29:32
4,14.40050249,19.0166996,14.704675760000004,11:9 13:12 17:10 23:22 29:29
5,18.210224330000003,22.246145780000003,17.65907588000001,11:9 13:12 17:10 23:21 29:28
5,24.127448090000005,27.07806224,22.49099234000001,11:9 13:12 17:10 23:21 29:27
5,25.70119664,28.41924494,23.832175040000013,11:9 13:12 17:10 23:21 29:4
5,21.23331264,46.088482527500005,10.910173102499986,11:9 13:12 17:10 23:21 29:3
5,19.59842736,42.9843736475,10.284216622500018,11:9 13:12 17:10 23:21 29:5
5,18.852931079999998,41.5042655675,10.04318474250002,11:9 13:12 17:10 23:21 29:6
5,16.17670064,22.540984639999998,18.74757254000002,11:9 13:12 17:10 23:21 29:8
5,15.687013639999998,22.01616434,18.102841640000022,11:9 13:12 17:10 23:21 29:30
5,15.245290879999999,21.53930828,17.506074980000015,11:9 13:12 17:10 23:21 29:31
5,14.85153236,21.11041646,16.957272560000014,11:9 13:12 17:10 23:21 29:32
4,14.64324833,19.76447708,15.17740718000001,11:9 13:12 17:10 23:21 29:29
5,18.77418305,23.212429580000006,18.395851460000014,11:9 13:12 17:10 23:20 29:28
5,24.888798410000003,28.162806200000006,23.34622808000001,11:9 13:12 17:10 23:20 29:27
5,26.504845160000002,29.52937322,24.71279510000001,11:9 13:12 17:10 23:20 29:4
5,21.75140016,46.3059288875,10.898111242499997,11:9 13:12 17:10 23:20 29:3
5,20.076984,43.2356657675,10.30600052250001,11:9 13:12 17:10 23:20 29:5
5,19.31172228,41.7724805675,10.081891522500012,11:9 13:12 17:10 23:20 29:6
5,16.5498416,23.12932412,19.44857426000001,11:9 13:12 17:10 23:20 29:8
5,16.04038916,22.6214267,18.772802000000013,11:9 13:12 17:10 23:20 29:30
5,15.578900959999999,22.16149352,18.144993980000013,11:9 13:12 17:10 23:20 29:31
5,15.165377000000001,21.749524580000003,17.565150200000005,11:9 13:12 17:10 23:20 29:32
4,15.009815450000001,20.61230072,15.795722600000008,11:9 13:12 17:10 23:20 29:29
5,20.273564329999996,24.27875954000001,19.038232339999997,11:9 13:12 17:10 23:19 29:28
5,26.782962889999997,29.347596320000008,24.10706912,11:9 13:12 17:10 23:19 29:27
5,28.483606039999994,30.739547660000007,25.49902045999999,11:9 13:12 17:10 23:19 29:4
5,23.133738959999995,46.623421407500004,10.791654682499981,11:9 13:12 17:10 23:19 29:3
5,21.380261039999993,43.5870040475,10.233389722500004,11:9 13:12 17:10 23:19 29:5
5,20.575468439999995,42.14074172749999,10.026203602500011,11:9 13:12 17:10 23:19 29:6
5,17.642287279999998,23.81770976,20.069299760000007,11:9 13:12 17:10 23:19 29:8
5,17.093303959999997,23.32673522,19.36248614,11:9 13:12 17:10 23:19 29:30
5,16.592284879999994,22.883724920000002,18.703636760000002,11:9 13:12 17:10 23:19 29:31
5,16.139230039999998,22.488678860000004,18.092751619999998,11:9 13:12 17:10 23:19 29:32
4,16.114413529999997,21.560170520000003,16.319643320000004,11:9 13:12 17:10 23:19 29:29
5,22.268230730000003,26.711557940000002,21.236736379999982,11:9 13:12 17:10 23:18 29:28
5,29.172412490000003,32.01731504000001,26.542493479999987,11:9 13:12 17:10 23:18 29:27
5,30.957652040000006,33.46003502,27.985213459999986,11:9 13:12 17:10 23:18 29:4
5,24.977629439999998,47.5585449275,11.492483842499983,11:9 13:12 17:10 23:18 29:3
5,23.145089759999998,44.589819087500004,11.001910402500005,11:9 13:12 17:10 23:18 29:5
5,22.300766279999994,43.1774025275,10.828570042500004,11:9 13:12 17:10 23:18 29:6
5,19.19628464,25.49461952,22.266848479999997,11:9 13:12 17:10 23:18 29:8
5,18.607770439999996,25.03749074,21.497952139999995,11:9 13:12 17:10 23:18 29:30
5,18.067220479999996,24.6283262,20.777020039999993,11:9 13:12 17:10 23:18 29:31
5,17.574634759999995,24.2671259,20.10405217999999,11:9 13:12 17:10 23:18 29:32
4,17.71429673,23.7560486,18.281227039999997,11:9 13:12 17:10 23:18 29:29
5,23.451295850000005,28.078026380000004,22.578292879999992,11:9 13:12 17:10 23:16 29:28
5,30.55286921,33.50224364,28.002510139999995,11:9 13:12 17:10 23:16 29:27
5,32.38040696,34.97034794,29.470614440000002,11:9 13:12 17:10 23:16 29:4
5,26.07265656,48.176175927500005,12.08520290249999,11:9 13:12 17:10 23:16 29:3
5,24.200585999999998,45.2412958475,11.628475222500011,11:9 13:12 17:10 23:16 29:5
5,23.336497079999997,43.8458021675,11.472057742500013,11:9 13:12 17:10 23:16 29:6
5,20.146365199999998,26.483143639999998,23.629105040000013,11:9 13:12 17:10 23:16 29:8
5,19.53808556,26.04293774,22.82916734000001,11:9 13:12 17:10 23:16 29:30
5,18.97777016,25.65069608,22.077193880000003,11:9 13:12 17:10 23:16 29:31
5,18.465418999999997,25.306418660000002,21.373184659999996,11:9 13:12 17:10 23:16 29:32
4,18.69997025,25.00405688,19.504323380000002,11:9 13:12 17:10 23:16 29:29
5,66.11960635000001,32.3516776025,27.56821415249999,11:9 13:12 17:10 23:12 29:28
5,91.70536879000001,38.1016603025,33.318196852499995,11:9 13:12 17:10 23:12 29:27
5,97.92363016,39.639571482499996,34.85610803249999,11:9 13:12 17:10 23:12 29:4
5,97.92363016,50.39052419000001,15.015821214999978,11:9 13:12 17:10 23:12 29:3
5,89.58395104,47.548719950000006,14.65216937500001,11:9 13:12 17:10 23:12 29:5
5,85.5998434,46.199764189999996,14.542289815000007,11:9 13:12 17:10 23:12 29:6
5,69.76620064000001,29.717447982499998,28.748749890000013,11:9 13:12 17:10 23:12 29:8
5,66.44247316,29.323780002499998,27.863448450000007,11:9 13:12 17:10 23:12 29:30
5,63.242566960000005,28.978076262499997,27.026111250000003,11:9 13:12 17:10 23:12 29:31
5,60.16648204,28.680336762499998,26.236738289999998,11:9 13:12 17:10 23:12 29:32
4,46.18785199000002,28.951942662499995,24.168479212500003,11:9 13:12 17:10 23:12 29:29
5,66.11960635000001,34.0933191425,58.84471967000001,11:9 13:12 17:10 23:10 29:28
5,91.70536879000001,39.961762002499995,64.71316253,11:9 13:12 17:10 23:10 29:27
5,97.92363016,41.52505750249999,66.27645803000001,11:9 13:12 17:10 23:10 29:4
5,97.92363016,51.38332829000001,45.543489292499984,11:9 13:12 17:10 23:10 29:3
5,89.58395104,48.575369810000005,45.213683212500015,11:9 13:12 17:10 23:10 29:5
5,85.5998434,47.24333693,45.12072653250002,11:9 13:12 17:10 23:10 29:6
5,69.76620064000001,31.081145202499997,60.09889976750003,11:9 13:12 17:10 23:10 29:8
5,66.44247316,30.704400102499996,59.18255696750002,11:9 13:12 17:10 23:10 29:30
5,63.242566960000005,30.375619242499997,58.31417840750002,11:9 13:12 17:10 23:10 29:31
5,60.16648204,30.094802622499998,57.49376408750001,11:9 13:12 17:10 23:10 29:32
4,46.18785199000002,30.575124042499997,55.32652457000002,11:9 13:12 17:10 23:10 29:29
5,66.11960635000001,40.6213465425,56.92889155000002,11:9 13:12 17:10 23:9 29:28
5,91.70536879000001,46.8846566025,63.19220161000001,11:9 13:12 17:10 23:9 29:27
5,97.92363016,48.532566502499996,64.84011151000003,11:9 13:12 17:10 23:9 29:4
5,97.92363016,55.415230890000004,41.13153637250001,11:9 13:12 17:10 23:9 29:3
5,89.58395104,52.720091610000004,40.914549492500015,11:9 13:12 17:10 23:9 29:5
5,85.5998434,51.44446833,40.878002412500024,11:9 13:12 17:10 23:9 29:6
5,69.76620064000001,36.3493582025,58.53051964750003,11:9 13:12 17:10 23:9 29:8
5,66.44247316,36.0290227025,57.51070564750002,11:9 13:12 17:10 23:9 29:30
5,63.242566960000005,35.7566514425,56.53885588750002,11:9 13:12 17:10 23:9 29:31
5,60.16648204,35.5322444225,55.61497036750002,11:9 13:12 17:10 23:9 29:32
4,46.18785199000002,36.7082842425,53.015829250000024,11:9 13:12 17:10 23:9 29:29
5,43.922644749999996,21.814891910000004,42.341786049999996,11:9 13:12 17:10 23:8 29:28
5,64.59978654999999,24.534268850000004,61.67885527,11:9 13:12 17:10 23:8 29:27
5,69.76620064000001,25.422764510000004,66.55031254000002,11:9 13:12 17:10 23:8 29:4
5,69.76620064000001,28.84973781,38.60474865000002,11:9 13:12 17:10 23:8 29:8
4,28.899511030000003,21.445762730000002,28.598784190000007,11:9 13:12 17:10 23:8 29:29
5,41.41170835,20.997019190000003,39.78199051,11:9 13:12 17:10 23:30 29:28
5,61.419492790000014,23.834856290000005,58.537196770000016,11:9 13:12 17:10 23:30 29:27
5,66.44247316,24.748736270000002,63.283969119999995,11:9 13:12 17:10 23:30 29:4
5,66.44247316,26.844231989999997,39.265617090000006,11:9 13:12 17:10 23:30 29:30
4,27.057931990000004,20.50942985,26.62085160999999,11:9 13:12 17:10 23:30 29:29
5,39.02459323000002,20.279192630000004,37.36777897000002,11:9 13:12 17:10 23:31 29:28
5,58.36302031000001,23.235489890000004,55.54112227000002,11:9 13:12 17:10 23:31 29:27
5,63.242566960000005,24.17475419,60.163209699999996,11:9 13:12 17:10 23:31 29:4
5,63.242566960000005,25.02058233,40.07206953000001,11:9 13:12 17:10 23:31 29:31
4,25.340174230000002,19.67314313,24.788503029999998,11:9 13:12 17:10 23:31 29:29
5,36.76129939000002,19.66141223,35.09915143000002,11:9 13:12 17:10 23:32 29:28
5,55.43036911000001,22.73616965,52.690631770000024,11:9 13:12 17:10 23:32 29:27
5,60.16648204,23.70081827,57.18803428000002,11:9 13:12 17:10 23:32 29:4
5,60.16648204,23.37878883,41.02410597000001,11:9 13:12 17:10 23:32 29:32
4,23.746237750000002,18.936902569999997,23.10173845000001,11:9 13:12 17:10 23:32 29:29
5,21.96361243,18.72598991,21.126391269999992,11:9 13:12 17:10 23:33 29:28
5,25.347643989999998,22.03766765,24.438069009999996,11:9 13:12 17:10 23:33 29:27
5,26.378565639999998,23.053084909999995,25.453486269999996,11:9 13:12 17:10 23:33 29:4
5,24.826803310000003,52.1784071375,23.987568972499975,11:9 13:12 17:10 23:33 29:3
5,23.69923099,48.639944337500005,22.927258572500016,11:9 13:12 17:10 23:33 29:5
5,23.20739119,46.9426592975,22.469049732500014,11:9 13:12 17:10 23:33 29:6
5,21.63033883,23.871114209999998,23.927196990000006,11:9 13:12 17:10 23:33 29:8
5,21.39430831,23.129116949999997,23.680830210000007,11:9 13:12 17:10 23:33 29:30
5,21.20624203,22.435083929999998,23.482427670000003,11:9 13:12 17:10 23:33 29:31
5,21.06613999,21.789015149999997,23.331989370000002,11:9 13:12 17:10 23:33 29:32
4,20.92982863,17.764559929999997,20.16496129,11:9 13:12 17:10 23:33 29:29
5,19.028202830000005,18.056251910000004,17.920709870000003,11:9 13:12 17:10 23:34 29:28
5,23.070206390000006,21.762796850000004,21.62725481000001,11:9 13:12 17:10 23:34 29:27
5,24.242122040000005,22.862828510000003,22.727286470000003,11:9 13:12 17:10 23:34 29:4
5,22.066453710000005,49.0125443375,18.2857627725,11:9 13:12 17:10 23:34 29:3
5,20.807111790000004,45.5869007375,17.338271572500016,11:9 13:12 17:10 23:34 29:5
5,20.249387190000004,43.9460252975,16.936472332500017,11:9 13:12 17:10 23:34 29:6
5,18.386834030000003,21.94156181,20.05321739000002,11:9 13:12 17:10 23:34 29:8
5,18.084918710000004,21.25597415,19.703379410000018,11:9 13:12 17:10 23:34 29:30
5,17.830967630000007,20.61835073,19.401505670000017,11:9 13:12 17:10 23:34 29:31
5,17.624980790000006,20.02869155,19.147596170000003,11:9 13:12 17:10 23:34 29:32
4,17.336447030000006,16.69995473,16.564412690000008,11:9 13:12 17:10 23:34 29:29
5,17.729509130000004,18.283451660000004,16.577998819999998,11:9 13:12 17:10 23:35 29:28
5,22.264991690000006,22.286147000000003,20.58069416000001,11:9 13:12 17:10 23:35 29:27
