tie1,open1,tie2,open2,cycles_overlap,exact_loss,surrogate_loss,abs_err,rel_err,max_flow_err
11,2,23,7,True,47.85906510500001,36.405053465,11.454011640000012,0.23932794372122762,0.3600000000000003
11,2,23,8,True,38.21398480250001,38.2139848025,7.105427357601002e-15,1.8593788097011425e-16,4.440892098500626e-16
11,2,23,30,True,36.546336522500006,36.5463365225,7.105427357601002e-15,1.9442242461775877e-16,4.440892098500626e-16
11,2,23,31,True,34.97873440250001,34.9787344025,7.105427357601002e-15,2.0313563309177821e-16,4.440892098500626e-16
11,2,23,32,True,33.511178442500004,33.5111784425,7.105427357601002e-15,2.120315574635137e-16,4.440892098500626e-16
11,2,23,33,True,30.876205002499997,30.876205002499994,3.552713678800501e-15,1.150631587823971e-16,4.440892098500626e-16
11,2,23,34,True,27.3738818025,27.3738818025,0.0,0.0,2.7755575615628914e-17
11,2,23,35,True,25.4766426525,25.4766426525,0.0,0.0,5.551115123125783e-17
11,2,23,36,True,23.8709925225,23.8709925225,0.0,0.0,2.7755575615628914e-17
11,24,23,22,True,22.154702962500004,22.154702962499996,7.105427357601002e-15,3.2071869208212593e-16,4.440892098500626e-16
11,24,23,21,True,22.1808699225,22.180869922499998,3.552713678800501e-15,1.6017016876315893e-16,4.440892098500626e-16
11,24,23,20,True,22.307083042500004,22.307083042500004,0.0,0.0,2.7755575615628914e-17
11,24,23,19,True,22.533342322500005,22.53334232250001,3.552713678800501e-15,1.576647453339864e-16,4.440892098500626e-16
11,24,23,18,True,23.285999362500004,23.285999362500004,0.0,0.0,5.551115123125783e-17
11,24,23,16,True,23.812397122500002,23.812397122500002,0.0,0.0,5.551115123125783e-17
11,24,23,15,True,24.438841042500002,24.438841042500005,3.552713678800501e-15,1.4537161040583747e-16,5.551115123125783e-17
11,24,23,14,True,24.974329275000002,24.974329275000002,0.0,0.0,5.551115123125783e-17
11,24,23,12,True,25.775853974999993,25.775853974999993,0.0,0.0,5.551115123125783e-17
11,24,23,10,True,26.677424834999993,26.677424834999993,0.0,0.0,5.551115123125783e-17
11,24,23,9,True,37.20104913500001,30.405216635000002,6.79583250000001,0.18267851735413182,0.27000000000000046
11,24,23,7,True,43.541157335000015,35.24463243500001,8.296524900000009,0.19054442756694825,0.27000000000000046
11,24,23,8,True,36.73087651250001,36.730876512500004,7.105427357601002e-15,1.9344562483236493e-16,4.440892098500626e-16
11,24,23,30,True,35.07293311250001,35.0729331125,7.105427357601002e-15,2.0259005241476722e-16,4.440892098500626e-16
11,24,23,31,True,33.5150358725,33.5150358725,0.0,0.0,5.551115123125783e-17
11,24,23,32,True,32.0571847925,32.057184792499996,7.105427357601002e-15,2.2164851354206764e-16,4.440892098500626e-16
11,24,23,33,True,29.441621112499995,29.441621112499995,0.0,0.0,1.1102230246251565e-16
11,24,23,34,True,25.971647512500006,25.971647512500006,0.0,0.0,2.7755575615628914e-17
11,24,23,35,True,24.098670562500004,24.098670562500004,0.0,0.0,5.551115123125783e-17
11,24,23,36,True,22.526987512500003,22.526987512500003,0.0,0.0,2.7755575615628914e-17
11,25,23,22,True,20.948933632500005,20.948933632499998,7.105427357601002e-15,3.3917847477342234e-16,4.440892098500626e-16
11,25,23,21,True,20.984805472500003,20.9848054725,3.552713678800501e-15,1.6929933820240708e-16,4.440892098500626e-16
11,25,23,20,True,21.120723472500003,21.120723472500003,0.0,0.0,2.220446049250313e-16
11,25,23,19,True,21.356687632500005,21.35668763250001,3.552713678800501e-15,1.663513434262194e-16,4.440892098500626e-16
11,25,23,18,True,22.128754432500003,22.128754432500006,3.552713678800501e-15,1.6054738596505505e-16,2.220446049250313e-16
11,25,23,16,True,22.664857072500006,22.664857072500006,0.0,0.0,2.220446049250313e-16
11,25,23,15,True,23.301005872500006,23.301005872500006,0.0,0.0,2.220446049250313e-16
11,25,23,14,True,23.843772765000004,23.843772765000004,0.0,0.0,2.220446049250313e-16
11,25,23,12,True,24.655002344999996,24.655002344999996,0.0,0.0,4.440892098500626e-16
11,25,23,10,True,25.566278084999997,25.566278084999997,0.0,0.0,4.440892098500626e-16
11,25,23,9,True,33.66098526500001,29.326419485000002,4.3345657800000055,0.1287712093355448,0.18000000000000016
11,25,23,7,True,39.53321226500001,34.198184885,5.335027380000007,0.1349505156382972,0.18000000000000027
11,25,23,8,True,35.361741702500005,35.361741702500005,0.0,0.0,2.220446049250313e-16
11,25,23,30,True,33.713503182500006,33.713503182500006,0.0,0.0,2.220446049250313e-16
11,25,23,31,True,32.165310822500004,32.165310822500004,0.0,0.0,2.220446049250313e-16
11,25,23,32,True,30.717164622499997,30.7171646225,3.552713678800501e-15,1.1565890675333281e-16,4.440892098500626e-16
11,25,23,33,True,28.121010702499994,28.121010702499998,3.552713678800501e-15,1.263366283803114e-16,4.440892098500626e-16
11,25,23,34,True,24.683386702500005,24.683386702500005,0.0,0.0,2.220446049250313e-16
11,25,23,35,True,22.834671952500006,22.834671952500006,0.0,0.0,5.551115123125783e-17
11,25,23,36,True,21.296955982500005,21.296955982500005,0.0,0.0,0.0
11,9,29,28,True,18.349856562500005,18.34985656250001,3.552713678800501e-15,1.9360988826805714e-16,4.440892098500626e-16
11,9,29,27,True,23.773601322500006,23.773601322500006,0.0,0.0,4.440892098500626e-16
11,9,29,4,True,25.241604372500003,25.241604372500003,0.0,0.0,5.551115123125783e-17
11,9,29,3,True,21.450726922500003,38.450992985000006,17.000266062500003,0.7925263383343973,0.8750000000000002
11,9,29,5,True,19.914668842500003,35.515977905,15.601309062499997,0.7834079083055179,0.8750000000000002
11,9,29,6,True,19.2185861625,34.120416725,14.901830562499999,0.7753864117006166,0.8750000000000001
11,9,29,8,True,16.7564813225,16.7564813225,0.0,0.0,4.440892098500626e-16
11,9,29,30,True,16.3162079225,16.3162079225,0.0,0.0,4.440892098500626e-16
11,9,29,31,True,15.9238987625,15.9238987625,0.0,0.0,4.440892098500626e-16
11,9,29,32,True,15.579553842500003,15.579553842500003,0.0,0.0,1.1102230246251565e-16
11,7,29,28,True,18.751906762500006,18.751906762500006,0.0,0.0,2.220446049250313e-16
11,7,29,27,True,23.912546722500004,23.912546722500004,0.0,0.0,2.220446049250313e-16
11,7,29,4,True,25.3241701725,25.3241701725,0.0,0.0,2.220446049250313e-16
11,7,29,3,True,20.3890427225,40.51624138500001,20.127198662500007,0.9871576089390877,1.0750000000000002
11,7,29,5,True,19.0975734425,37.506053505000004,18.408480062500004,0.9639172284335099,1.0750000000000002
11,7,29,6,True,18.5237851625,36.072905925,17.5491207625,0.9473830865857192,1.0750000000000002
11,7,29,8,True,17.9979611225,17.9979611225,0.0,0.0,4.440892098500626e-16
11,7,29,30,True,17.5201013225,17.5201013225,0.0,0.0,4.440892098500626e-16
11,7,29,31,True,17.0902057625,17.0902057625,0.0,0.0,4.440892098500626e-16
11,7,29,32,True,16.708274442500002,16.708274442500002,0.0,0.0,5.551115123125783e-17
11,6,29,28,True,37.32555416250001,28.857689302500006,8.467864860000006,0.22686508077373554,0.42000000000000054
11,6,29,27,True,51.041894422500015,32.72911574250001,18.312778680000008,0.35877936912795044,0.8400000000000005
11,6,29,4,True,54.46603910250001,33.8644791525,20.60155995000001,0.37824597289385764,0.9300000000000004
11,6,29,6,True,54.46603910250001,53.775839565000005,0.690199537500007,0.012672108140654687,2.9850000000000003
11,6,29,8,True,18.4801573025,32.216948702500005,13.736791400000005,0.7433265407400882,0.9200000000000008
11,6,29,30,True,18.5125967225,31.5549155425,13.042318820000002,0.7045105025243982,0.8600000000000008
11,6,29,31,True,18.6211034225,30.940846622500004,12.319743200000005,0.6616011371868533,0.8000000000000007
11,6,29,32,True,18.805677402500002,30.374741942500005,11.569064540000003,0.6151899924892908,0.7400000000000004
11,5,29,28,True,38.737868662500006,29.91541964250001,8.822449019999997,0.22774740388700124,0.4200000000000006
